"","ds","dep_var","trend","season","holiday","tv_S","ooh_S","print_S","facebook_S","intercept","depVarHat","solID","cluster","top_sol"
"34",2016-08-22,1391206.66666667,1775607.32859713,-81898.6226090768,0,1.25803185860108,0.0327393070524887,2.82491883510899,0.0665912769014529,0,1693712.88826933,"1_38_2",10,FALSE
"35",2016-08-29,2018783.33333333,1776784.18561257,119390.130165392,0,2.19920698276999,3.60024480699135,0.427102984604184,0.00349592641598904,0,1896180.54582867,"1_38_2",10,FALSE
"36",2016-09-05,2170721.66666667,1777961.04222823,312284.582560633,0,2.5723834159505,2.90805806315522,0.424886270526219,0.000708649944379042,0,2090251.53082526,"1_38_2",10,FALSE
"37",2016-09-12,2247670,1779137.89884389,397715.200332933,0,1.43489725162601,3.94378352776667,0.0500334489319283,3.69705598696816e-05,0,2176858.52792802,"1_38_2",10,FALSE
"38",2016-09-19,2192026.66666667,1780314.75545954,396852.610255822,0,0.749633791966315,1.84925363384424,5.64635767014113,1.65684651572931,0,2177177.26780698,"1_38_2",10,FALSE
"39",2016-09-26,1895213.33333333,1781491.6120752,411324.850974294,0,0.377218393714894,3.83609727514256,1.28136844928097,0.102534762326169,0,2192822.06026838,"1_38_2",10,FALSE
"40",2016-10-03,2232910,1782668.46869086,495409.899159442,35636.4006159665,6.64576003114805,3.54181950898949,2.40099430603088,0.978352416761615,0,2313728.33539253,"1_38_2",10,FALSE
"41",2016-10-10,2406035,1783845.32530651,603603.150266039,0,4.89382378200921,0.870565668984561,3.0299369667828,1.6718297704266,0,2387458.94172874,"1_38_2",10,FALSE
"42",2016-10-17,2252445,1785022.18169052,671733.61230706,0,6.31461183208251,1.01655376801889,0.469486648011777,3.15278068987358,0,2456766.74743052,"1_38_2",10,FALSE
"43",2016-10-24,2663125,1786199.03807453,714414.016426737,0,4.5320229912148,3.69129482523175,1.94071627640897,3.95213148260912,0,2500627.17066684,"1_38_2",10,FALSE
"44",2016-10-31,2974771.66666667,1787375.89445853,802962.84334412,0,6.48805872854025,0.92342556849674,0.265633806783994,4.53076689198579,0,2590350.94568765,"1_38_2",10,FALSE
"45",2016-11-07,2826128.33333333,1788552.75084254,949550.704118831,0,4.71920497448342,3.42661092533849,2.43718939055817,5.0281311481992,0,2738119.06609781,"1_38_2",10,FALSE
"46",2016-11-14,3182900,1789729.60722654,1055169.96230233,0,5.39666579951222,0.831066365363333,0.352321338603787,4.09907613448667,0,2844910.24865851,"1_38_2",10,FALSE
"47",2016-11-21,2964696.66666667,1790906.46361055,1006473.10052048,0,3.97296334170286,3.45515987274969,1.32303796946023,4.74766977824314,0,2797393.06296199,"1_38_2",10,FALSE
"48",2016-11-28,2848525,1792083.31999455,815780.721108676,0,2.41774761687141,0.840756316402919,0.910081867688292,3.58071043193686,0,2607871.79039946,"1_38_2",10,FALSE
"49",2016-12-05,2740160,1793259.85004286,630936.477181865,0,2.26436714103914,4.70188586364675,0.112184002128831,1.05299094735134,0,2424204.45865267,"1_38_2",10,FALSE
"50",2016-12-12,2380508.33333333,1794436.38009116,589173.763473937,0,1.24033874257731,1.33681092406318,0.012840519702869,1.30383129925271,0,2383614.03738658,"1_38_2",10,FALSE
"51",2016-12-19,2230915,1795612.91013946,675664.186155765,-244205.646810288,0.641036493147366,5.61041378388262,0.00145675799131099,0.33419170480813,0,2227078.03658367,"1_38_2",10,FALSE
"52",2016-12-26,3659425,1796789.44018776,745640.313967265,749147.924256221,5.78540850661451,1.81826828675031,0.000165102470930686,4.04988397442319,0,3291589.33213711,"1_38_2",10,FALSE
"53",2017-01-02,2827008.33333333,1797965.97023606,680862.344823941,0,5.62291968903018,6.39075939673861,5.99617149915928,3.03512470963624,0,2478849.36003529,"1_38_2",10,FALSE
"54",2017-01-09,2042143.33333333,1799142.50028436,502850.201740879,0,3.8325346304965,2.35402440266799,1.45087589142037,3.63790282622698,0,2302003.97736299,"1_38_2",10,FALSE
"55",2017-01-16,2113358.33333333,1800318.85011649,327769.571465028,0,2.67798542291312,0.508126022258578,0.413632811888087,4.16403996175706,0,2128096.18536573,"1_38_2",10,FALSE
"56",2017-01-23,2179918.33333333,1801495.19994861,234196.266381994,0,1.50325367608553,0.0922225520264687,2.30934136478578,4.64773710788232,0,2035700.01888531,"1_38_2",10,FALSE
"57",2017-01-30,2370613.33333333,1802671.54978074,199169.835138567,0,3.3082943374398,0.0161584609436578,0.329080707423604,3.21525823418114,0,2001848.25371105,"1_38_2",10,FALSE
"58",2017-02-06,1814556.66666667,1803847.89961287,154885.341252298,0,1.92994814244606,0.00281333555480329,0.038412562330779,0.241252442248051,0,1958735.45329165,"1_38_2",10,FALSE
"59",2017-02-13,1951668.33333333,1805024.24944499,73291.5339381926,0,1.0368843446166,3.06715804788522,0.00436782325716325,4.69651779910891,0,1878324.5883112,"1_38_2",10,FALSE
"60",2017-02-20,1918238.33333333,1806200.59927712,-23890.2043020613,0,0.529939247608453,0.714300418736453,1.91135477185394,0.44156704481775,0,1782313.99213654,"1_38_2",10,FALSE
"61",2017-02-27,1472390,1807376.94910924,-117198.889616349,0,0.263557645646282,0.131988874766616,0.260794899192598,7.38245229563676,0,1690186.09828661,"1_38_2",10,FALSE
"62",2017-03-06,1477865,1808507.40433579,-215417.565499573,0,0.129249096957024,0.0232027927454534,3.12805275058521,1.28259196963571,0,1593094.40193283,"1_38_2",10,FALSE
"63",2017-03-13,1300166.66666667,1809637.85956234,-323446.545486272,0,0.568210049007351,0.00404217350829111,0.490524687583237,0.0761685381407541,0,1486192.45302152,"1_38_2",10,FALSE
"64",2017-03-20,1160205,1810768.31478889,-414295.090584718,0,0.283166297728734,0.000703074620736646,4.7156035885268,0.00400237229129755,0,1396478.2276795,"1_38_2",10,FALSE
"65",2017-03-27,1356871.66666667,1811898.77001544,-460976.290399227,0,0.139007875908039,0.701949974906634,0.91836631208877,0.569118867788505,0,1350924.80805924,"1_38_2",10,FALSE
"66",2017-04-03,1355833.33333333,1813029.22524198,-487243.304175567,0,0.0677281783270362,0.129566265660554,0.113295737486602,0.0313820105986001,0,1325786.26303861,"1_38_2",10,FALSE
"67",2017-04-10,1176266.66666667,1814159.68046853,-552799.910709939,19494.2975734757,0.0328770329605608,6.56486538234134,0.0129690595983504,0.00164198654123286,0,1280860.67968553,"1_38_2",10,FALSE
"68",2017-04-17,1955281.66666667,1815290.13569508,-672811.801605633,804573.072054186,0.315563055626303,2.4941534329678,0.00147135764148724,8.56706944114632e-05,0,1947054.21741715,"1_38_2",10,FALSE
"69",2017-04-24,1029928.33333333,1816407.13597025,-775033.539463862,0,0.1551750092161,5.37720520849167,0.000166757346239647,4.46921154507894e-06,0,1041379.12905783,"1_38_2",10,FALSE
"70",2017-05-01,2263143.33333333,1817524.13624542,-769651.211511653,241093.371915464,2.27904579045755,1.68227816446887,1.88973740772918e-05,2.3314504734859e-07,0,1288970.25799231,"1_38_2",10,FALSE
"71",2017-05-08,813771.666666667,1818641.13652059,-664327.652442591,0,1.24945137534455,5.40334058264478,2.14147126459421e-06,1.21624565609098e-08,0,1154320.13687211,"1_38_2",10,FALSE
"72",2017-05-15,880871.666666667,1819758.13679576,-580783.864151278,0,0.646070862866162,1.69704747247004,2.42673524109992e-07,6.34477756143283e-10,0,1238976.61576306,"1_38_2",10,FALSE
"73",2017-05-22,919185,1820875.13707092,-633318.076447445,-78492.2552046773,0.323306955143969,1.47445800615845,2.74999858100756e-08,1.27679340447332,0,1109067.8799772,"1_38_2",10,FALSE
"74",2017-05-29,826321.666666667,1821992.13734609,-799531.882988376,0,0.159047634716355,0.291933916814529,0.96034936650781,0.0757767709952018,0,1022461.74146541,"1_38_2",10,FALSE
"75",2017-06-05,833798.333333333,1823099.32693387,-936527.356990058,453836.29679786,0.521300426800109,1.25205879576399,0.118957123869713,0.922558636217461,0,1340411.08161666,"1_38_2",10,FALSE
"76",2017-06-12,746271.666666667,1824206.51652165,-930568.804485281,0,0.259142424764039,0.242820082027388,0.0136240317574935,0.052738667486444,0,893638.280361575,"1_38_2",10,FALSE
"77",2017-06-19,1036406.66666667,1825313.70610943,-809540.55830281,0,2.34207191925915,0.0430850405763634,0.00154575500649599,0.00360157372731137,0,1015775.53811091,"1_38_2",10,FALSE
"78",2017-06-26,927931.666666667,1826420.89569721,-691437.389119552,0,1.28875709763032,3.58573549138773,0.453449377231863,0.000187947125496503,0,1134988.83470757,"1_38_2",10,FALSE
"79",2017-07-03,1126943.33333333,1827528.08528498,-638634.129607222,0,0.952078386380032,0.885903518402081,1.9915803714693,3.22411701341868,0,1188901.00935705,"1_38_2",10,FALSE
"80",2017-07-10,1184220,1828635.27487276,-596842.004748596,0,0.48435534337519,0.166201722421419,0.274088855151365,0.24220967009209,0,1231794.43697976,"1_38_2",10,FALSE
"81",2017-07-17,1315508.33333333,1829742.46446054,-486166.303719284,0,0.797734265649863,2.72523088888232,5.66748101474559,0.0129322202279991,0,1343585.36411965,"1_38_2",10,FALSE
"82",2017-07-24,1279360,1830668.6679484,-320221.349124567,0,0.402462390233858,0.611533390236622,1.29100442995716,0.000675461899252061,0,1510449.62449951,"1_38_2",10,FALSE
"83",2017-07-31,1455811.66666667,1831594.87143627,-197399.785010134,0,0.837462359388684,4.29083408786463,0.366456329554521,3.52390150096693e-05,0,1634200.58121415,"1_38_2",10,FALSE
"84",2017-08-07,1553355,1832521.07492413,-174303.186109593,0,0.423411223938605,3.37500001725579,1.91576157412376,1.83831660265938e-06,0,1658223.60298919,"1_38_2",10,FALSE
"85",2017-08-14,1374855,1833447.278412,-184145.274747832,0,2.32193261143727,0.813709683780964,0.261519224150697,9.58993102405758e-08,0,1649305.40082578,"1_38_2",10,FALSE
"86",2017-08-21,1970110,1834373.48189986,-108800.065609254,0,1.27616578906054,0.151681571851271,2.37937871609235,0.121552853002642,0,1725577.34506954,"1_38_2",10,FALSE
"87",2017-08-28,2336431.66666667,1835299.68538772,80086.4986853642,0,6.2318568469365,0.0267085719642162,0.341729613887353,0.106496532625696,0,1915392.89086465,"1_38_2",10,FALSE
"88",2017-09-04,2002065,1835754.96102723,284164.629417709,0,4.4444563316931,0.00465426813064983,0.0399351651964302,0.00561224537672747,0,2119924.08510295,"1_38_2",10,FALSE
"89",2017-09-11,2027418.33333333,1836210.23666674,391106.079362155,0,5.13711094932464,3.4474898381708,0.508404910289493,0.0292829624408748,0,2227325.43831755,"1_38_2",10,FALSE
"90",2017-09-18,1886570,1836665.51230625,398909.261359213,0,3.38189562271544,0.838146710396667,0.060332656300487,0.00153185332889845,0,2235579.0555723,"1_38_2",10,FALSE
"91",2017-09-25,2529721.66666667,1837120.78794576,403783.865167077,0,5.85675306160982,3.44864575997665,0.00687372313840759,0.518065019081337,0,2240914.4834504,"1_38_2",10,FALSE
"92",2017-10-02,2357930,1837576.06358527,476344.436858098,35636.4006159665,7.236622367125,2.28214124354834,0.00077941161381335,0.0284214550817218,0,2349566.44902381,"1_38_2",10,FALSE
"93",2017-10-09,3003391.66666667,1838031.33922477,586068.146825644,0,6.73394709452401,5.61120460463749,4.02237745394215,2.37647596243835,0,2424118.23005553,"1_38_2",10,FALSE
"94",2017-10-16,2283685,1838486.61486428,663129.096755643,0,4.99337136414209,1.81874605322178,0.70851572426672,2.50068818271133,0,2501625.73294125,"1_38_2",10,FALSE
"95",2017-10-23,2584721.66666667,1838492.72436961,705410.423263543,0,5.26348696679377,1.62615236203783,0.0856717726244253,2.94213426400927,0,2543913.06507852,"1_38_2",10,FALSE
"96",2017-10-30,2565400,1838498.83387494,781676.883466811,-114727.577456391,3.7407714035966,0.326629511460178,0.00978271626741443,3.46648994761989,0,2505455.68355894,"1_38_2",10,FALSE
"97",2017-11-06,3407085,1838504.94338027,922436.832344977,0,3.49062298641543,5.42361683537354,5.10282392559596,2.32235124840917,0,2760958.11514024,"1_38_2",10,FALSE
"98",2017-11-13,2803291.66666667,1838511.05288559,1045384.73313139,0,2.05969421300417,1.70858534137032,1.0560930829538,4.91213821179452,0,2883905.52252783,"1_38_2",10,FALSE
"99",2017-11-20,3303155,1838517.16239092,1028182.93293596,0,4.32396088240642,2.88032886978884,0.302127965832205,2.54840811355206,0,2866710.15015272,"1_38_2",10,FALSE
"100",2017-11-27,3103743.33333333,1838523.27189625,854612.768280606,0,2.69273328470887,0.657204328494317,1.91573495794528,1.31935713731855,0,2693142.62520656,"1_38_2",10,FALSE
"101",2017-12-04,2793875,1838529.38140158,655891.112156664,0,3.30150271853301,2.38078358207053,0.261514847330312,0.599726464429837,0,2494427.03708585,"1_38_2",10,FALSE
"102",2017-12-11,2260396.66666667,1837951.64777579,584436.714929632,0,1.92517207228785,0.515316302378817,0.0303385916536286,1.15694205795865,0,2422391.99047444,"1_38_2",10,FALSE
"103",2017-12-18,2399176.66666667,1837373.91415,656586.068087185,0,4.64274361861425,2.44427937577467,0.00344727025549846,0.312301599751236,0,2493967.38500905,"1_38_2",10,FALSE
"104",2017-12-25,3827520,1836796.18052421,741197.084363789,352116.96320947,6.4416091888625,0.53253723365756,3.12227209334726,4.03755522326266,0,2930124.36207121,"1_38_2",10,FALSE
"105",2018-01-01,3109461.66666667,1836218.44689842,703279.501763007,147811.948711201,4.66858471680929,0.0968569622887064,1.74649140473729,3.0315245984249,0,2687319.44083031,"1_38_2",10,FALSE
"106",2018-01-08,2228128.33333333,1835640.71327264,538022.048242736,0,2.97550094498243,0.12611194762478,0.234178326337896,3.63694438572444,0,2373669.73425098,"1_38_2",10,FALSE
"107",2018-01-15,2202593.33333333,1835062.97964685,353989.727077157,0,3.98310544306909,0.0221587900253181,3.5047872286224,0.289538234510949,0,2189060.5063137,"1_38_2",10,FALSE
"108",2018-01-22,1918293.33333333,1834316.31342453,244793.608394164,0,2.42551732900256,1.57165466963971,5.40490515857243,0.0155305247921553,0,2079119.33942638,"1_38_2",10,FALSE
"109",2018-01-29,1862458.33333333,1833569.64720222,204314.441192169,0,2.93729149260074,0.31404975560033,1.17614776652575,0.000811373832084503,0,2037888.51669477,"1_38_2",10,FALSE
"110",2018-02-05,1975951.66666667,1832822.9809799,165577.581425067,0,1.67483047146733,0.0560603912265198,1.00762925682944,0.013716267779717,0,1998403.31464135,"1_38_2",10,FALSE
"111",2018-02-12,1827318.33333333,1832076.31475758,89937.4765263971,0,1.48234418185753,1.51212034612397,0.125388197603324,0.000716466741934452,0,1922016.91185317,"1_38_2",10,FALSE
"112",2018-02-19,1656268.33333333,1831329.64853527,-6666.10218368545,0,0.776475693595669,0.300455329133912,0.941507258746882,3.73783931176458e-05,0,1824665.56482724,"1_38_2",10,FALSE
"113",2018-02-26,1703790,1830582.98231295,-100662.199216609,0,1.14510738838979,1.6029159282251,2.32723522890965,1.94992211228369e-06,0,1729925.85835684,"1_38_2",10,FALSE
"114",2018-03-05,1488115,1829836.31609064,-196901.408619239,0,0.58872615632357,0.321249856270949,0.332293554048509,1.01721426710963e-07,0,1632936.14974106,"1_38_2",10,FALSE
"115",2018-03-12,1727330,1829013.28478824,-304294.435141774,0,3.53974528952,2.39145111966905,4.78925840713437,5.30649238465172e-09,0,1524729.57010128,"1_38_2",10,FALSE
"116",2018-03-19,1208246.66666667,1828190.25348584,-401000.960798339,0,2.095161005362,0.51819374973533,0.943297924362823,2.76823301456914e-10,0,1427192.84934018,"1_38_2",10,FALSE
"117",2018-03-26,1388960,1827367.22218344,-455634.427068483,19494.2975734757,2.41755116983539,2.23399271040438,0.557764110328439,1.44410157667649e-11,0,1391232.30199643,"1_38_2",10,FALSE
"118",2018-04-02,2408331.66666667,1826544.19088105,-481323.867685383,804573.072054186,1.33621370259927,0.476352752339775,0.0664948947028626,7.5334314442899e-13,0,2149795.2743112,"1_38_2",10,FALSE
"119",2018-04-09,1131721.66666667,1825721.15957865,-536352.537009327,0,0.694258456965651,0.413379809234241,0.00757995327761258,3.92995826902667e-14,0,1289369.73778754,"1_38_2",10,FALSE
"120",2018-04-16,950015,1824898.12827625,-649680.866694342,0,0.348317443906419,0.0744185351843092,0.000859544921901051,0.33419331037781,0,1175218.01937074,"1_38_2",10,FALSE
"121",2018-04-23,801298.333333333,1824075.09369494,-762806.540975094,0,0.171576599083023,3.58485698411528,9.74118391296788e-05,0.0180041296290431,0,1061272.32725497,"1_38_2",10,FALSE
"122",2018-04-30,779838.333333334,1823252.05911362,-779998.950835769,241093.371915464,0.0837383077359109,0.885595145995147,1.10388938554442e-05,6.83856566922915,0,1284354.28810348,"1_38_2",10,FALSE
"123",2018-05-07,889546.666666667,1822429.02453231,-685898.303082808,-78492.2552046773,0.0406825138099619,1.78446246323117,1.25093875031358e-06,1.01400926131376,0,1058041.30540031,"1_38_2",10,FALSE
"124",2018-05-14,862850,1821605.98995099,-587696.942326717,0,0.0197207260545838,0.363925915374926,0.874881675482468,7.21080837896392,0,1233917.51696097,"1_38_2",10,FALSE
"125",2018-05-21,2601601.66666667,1820782.95536967,-612777.164654761,453836.29679786,0.0316404449156073,0.823886050562047,0.107480038737722,1.18838271726782,0,1661844.23890202,"1_38_2",10,FALSE
"126",2018-05-28,905008.333333334,1819959.92078836,-767253.567760184,0,0.0153304388326649,0.153717064793376,0.487257098949795,0.316041960017698,0,1052707.32537474,"1_38_2",10,FALSE
"127",2018-06-04,910551.666666667,1819136.88620704,-920873.084859201,0,0.00742164975224626,0.0270715980544468,0.0577097135144372,0.0169960573732913,0,898263.910546861,"1_38_2",10,FALSE
"128",2018-06-11,923853.333333333,1818313.77833111,-942811.727827977,0,0.324759546098392,0.00471767129511353,0.687335666931663,0.00088806238295978,0,875503.068204082,"1_38_2",10,FALSE
"129",2018-06-18,982420,1817490.67045518,-834424.796491674,0,0.159774407726324,0.500776757245728,0.0829445274353625,4.63313687182159e-05,0,983066.61750553,"1_38_2",10,FALSE
"130",2018-06-25,1056811.66666667,1816667.56257925,-707901.653711809,0,0.0779303159358768,0.0908311304197954,1.963173596595,1.14522589757879,0,1108769.18602838,"1_38_2",10,FALSE
"131",2018-07-02,932326.666666667,1815844.45470332,-644521.92218071,0,0.77671347132935,3.73436839844638,0.269355462966957,0.0670175336895674,0,1171327.37997747,"1_38_2",10,FALSE
"132",2018-07-09,1126221.66666667,1815021.34682738,-607814.546911272,0,0.391414230399007,0.939008348388696,2.42385376179078,4.433754091951,0,1207214.98794654,"1_38_2",10,FALSE
"133",2018-07-16,1140006.66666667,1814198.23895145,-511996.583052314,0,0.673817588213685,1.78968570422734,0.349865792062631,0.398954033893816,0,1302204.86822226,"1_38_2",10,FALSE
"134",2018-07-23,1479303.33333333,1813375.13107552,-349814.397225851,0,0.91125512784493,0.365175971852965,0.809925906901818,0.0216301239562734,0,1463562.8418368,"1_38_2",10,FALSE
"135",2018-07-30,1647193.33333333,1812551.84247794,-212111.715079519,0,0.462561848610529,0.0654707205914499,0.0988827520223501,0.00113069481362301,0,1600440.75544444,"1_38_2",10,FALSE
"136",2018-08-06,2009478.33333333,1811728.55388036,-172601.124463551,0,0.984024519565296,2.39655729992195,1.13340699446124,5.89911747350803e-05,0,1639131.94346462,"1_38_2",10,FALSE
"137",2018-08-13,1523443.33333333,1810905.26528279,-185693.54068353,0,0.501477285734471,0.519573321858112,0.142788506990676,1.59857884746872,0,1625214.48701722,"1_38_2",10,FALSE
"138",2018-08-20,1420118.33333333,1810081.97668521,-131691.121000194,0,3.92819126665072,2.73707820044888,0.0163884136668235,0.0982849068696397,0,1678397.6356278,"1_38_2",10,FALSE
"139",2018-08-27,1673551.66666667,1809258.68808763,41307.8413811154,0,2.38357037750409,0.614968661536315,0.0018598525937927,1.86476296238962,0,1850571.3946306,"1_38_2",10,FALSE
"140",2018-09-03,2061091.66666667,1808435.39949005,252604.731313638,0,2.07759591412563,1.94139051547493,0.0172854005429129,0.118164263358447,0,2061044.28523978,"1_38_2",10,FALSE
"141",2018-09-10,2144110,1807612.110648,381035.480670693,0,1.12574033599185,0.40204345140332,0.0155879175953105,0.00623408604727122,0,2188649.14092449,"1_38_2",10,FALSE
"142",2018-09-17,2058653.33333333,1806788.82180595,400959.887181108,0,0.578154708303439,1.36596311101262,1.67026557060522,0.986454558430988,0,2207753.30982501,"1_38_2",10,FALSE
"143",2018-09-24,2208345,1805965.5329639,398721.054195467,0,0.333743030661878,1.10125239147013,0.222180756689242,0.0567680661106269,0,2204688.30110361,"1_38_2",10,FALSE
"144",2018-10-01,2603008.33333333,1805142.24412185,458584.536280526,35636.4006159665,6.87970584726749,0.963542510174574,0.29326731648704,0.0906414173085985,0,2299371.40817544,"1_38_2",10,FALSE
"145",2018-10-08,2313193.33333333,1804318.9552798,567272.083605688,0,5.16098906375573,0.182027046126365,0.301911875406289,0.417588383446276,0,2371597.10140186,"1_38_2",10,FALSE
"146",2018-10-15,2813106.66666667,1803495.66643775,653183.88553589,0,5.36208234979368,1.75270623473673,0.113520205149868,0.756426885848114,0,2456687.53670932,"1_38_2",10,FALSE
"147",2018-10-22,2665110,1802672.3775957,697603.045587413,0,3.58669444948321,0.356352978687612,0.0129950158684226,0.0425081431247105,0,2500279.4217337,"1_38_2",10,FALSE
"148",2018-10-29,2947875,1801849.08861275,762801.007164686,0,3.61671736143945,0.0638409063786056,0.122131699575509,4.29836770893267,0,2564658.19683511,"1_38_2",10,FALSE
"149",2018-11-05,2768941.66666667,1801025.7996298,894890.361300577,0,2.15118045485325,3.37701634492889,0.108430052327348,0.378396334932716,0,2695922.17595356,"1_38_2",10,FALSE
"150",2018-11-12,2666240,1800202.51064685,1030813.75706069,0,4.45758397215952,0.814383918981251,0.0124066735434769,5.0621791431017,0,2831026.61426125,"1_38_2",10,FALSE
